query_id,candidate_id,candidate_tile_id,candidate_rank,candidate_score,candidate_scale_level_m,tile_size_m,center_x,center_y,image_path,source_tif,crs,min_x,min_y,max_x,max_y,geo_x0,geo_x_col,geo_x_row,geo_y0,geo_y_col,geo_y_row,affine,is_intersection_truth,is_strict_truth
q_001,cw_s200_x254983.721_y3364352.517,cw_s200_x254983.721_y3364352.517,11,0.439137598422,200.0,200.0,254983.72102534556,3364352.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s200_x254983.721_y3364352.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254883.72102534556,3364252.5166208195,255083.72102534556,3364452.5166208195,254883.72102534556,0.1400560224089636,0.0,3364452.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254883.72102534556, 0.0, -0.1400560224089636, 3364452.5166208195]",0,0
q_001,cw_s200_x254233.721_y3364652.517,cw_s200_x254233.721_y3364652.517,12,0.214747965517,200.0,200.0,254233.72102534556,3364652.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s200_x254233.721_y3364652.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254133.72102534556,3364552.5166208195,254333.72102534556,3364752.5166208195,254133.72102534556,0.1400560224089636,0.0,3364752.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3364752.5166208195]",0,0
q_001,cw_s300_x254208.721_y3364102.517,cw_s300_x254208.721_y3364102.517,13,0.359463475152,300.0,300.0,254208.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x254208.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254058.72102534556,3363952.5166208195,254358.72102534556,3364252.5166208195,254058.72102534556,0.1400560224089636,0.0,3364252.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254058.72102534556, 0.0, -0.1400560224089636, 3364252.5166208195]",0,0
q_001,cw_s300_x255108.721_y3364102.517,cw_s300_x255108.721_y3364102.517,14,0.420566930765,300.0,300.0,255108.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x255108.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254958.72102534556,3363952.5166208195,255258.72102534556,3364252.5166208195,254958.72102534556,0.1400560224089636,0.0,3364252.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254958.72102534556, 0.0, -0.1400560224089636, 3364252.5166208195]",0,0
q_001,cw_s300_x254883.721_y3364327.517,cw_s300_x254883.721_y3364327.517,15,0.0839094162764,300.0,300.0,254883.72102534556,3364327.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x254883.721_y3364327.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3364177.5166208195,255033.72102534556,3364477.5166208195,254733.72102534556,0.1400560224089636,0.0,3364477.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254733.72102534556, 0.0, -0.1400560224089636, 3364477.5166208195]",0,0
q_001,cw_s300_x255108.721_y3365002.517,cw_s300_x255108.721_y3365002.517,16,0.165891093849,300.0,300.0,255108.72102534556,3365002.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x255108.721_y3365002.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254958.72102534556,3364852.5166208195,255258.72102534556,3365152.5166208195,254958.72102534556,0.1400560224089636,0.0,3365152.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254958.72102534556, 0.0, -0.1400560224089636, 3365152.5166208195]",0,0
q_001,cw_s300_x254883.721_y3365002.517,cw_s300_x254883.721_y3365002.517,17,0.439832057511,300.0,300.0,254883.72102534556,3365002.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x254883.721_y3365002.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3364852.5166208195,255033.72102534556,3365152.5166208195,254733.72102534556,0.1400560224089636,0.0,3365152.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254733.72102534556, 0.0, -0.1400560224089636, 3365152.5166208195]",0,0
q_001,cw_s300_x254883.721_y3364102.517,cw_s300_x254883.721_y3364102.517,18,0.125500704482,300.0,300.0,254883.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x254883.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3363952.5166208195,255033.72102534556,3364252.5166208195,254733.72102534556,0.1400560224089636,0.0,3364252.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254733.72102534556, 0.0, -0.1400560224089636, 3364252.5166208195]",0,0
q_001,cw_s300_x254658.721_y3364102.517,cw_s300_x254658.721_y3364102.517,19,0.352959946431,300.0,300.0,254658.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x254658.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254508.72102534556,3363952.5166208195,254808.72102534556,3364252.5166208195,254508.72102534556,0.1400560224089636,0.0,3364252.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254508.72102534556, 0.0, -0.1400560224089636, 3364252.5166208195]",0,0
q_001,cw_s200_x254833.721_y3364202.517,cw_s200_x254833.721_y3364202.517,20,0.0392728153342,200.0,200.0,254833.72102534556,3364202.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s200_x254833.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3364102.5166208195,254933.72102534556,3364302.5166208195,254733.72102534556,0.1400560224089636,0.0,3364302.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254733.72102534556, 0.0, -0.1400560224089636, 3364302.5166208195]",0,0
q_002,cw_s200_x253783.721_y3364802.517,cw_s200_x253783.721_y3364802.517,1,0.615600245471,200.0,200.0,253783.72102534556,3364802.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s200_x253783.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253683.72102534556,3364702.5166208195,253883.72102534556,3364902.5166208195,253683.72102534556,0.1400560224089636,0.0,3364902.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253683.72102534556, 0.0, -0.1400560224089636, 3364902.5166208195]",1,1
q_002,cw_s200_x253933.721_y3364952.517,cw_s200_x253933.721_y3364952.517,2,0.545390586454,200.0,200.0,253933.72102534556,3364952.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s200_x253933.721_y3364952.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364852.5166208195,254033.72102534556,3365052.5166208195,253833.72102534556,0.1400560224089636,0.0,3365052.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3365052.5166208195]",0,0
q_002,cw_s300_x253983.721_y3365002.517,cw_s300_x253983.721_y3365002.517,3,0.763649473691,300.0,300.0,253983.72102534556,3365002.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x253983.721_y3365002.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364852.5166208195,254133.72102534556,3365152.5166208195,253833.72102534556,0.1400560224089636,0.0,3365152.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3365152.5166208195]",0,0
q_002,cw_s200_x253933.721_y3364802.517,cw_s200_x253933.721_y3364802.517,4,0.926626740501,200.0,200.0,253933.72102534556,3364802.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s200_x253933.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364702.5166208195,254033.72102534556,3364902.5166208195,253833.72102534556,0.1400560224089636,0.0,3364902.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364902.5166208195]",0,0
q_002,cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517,5,0.724713824207,500.0,500.0,254008.72102534556,3364502.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s500_x254008.721_y3364502.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253758.72102534556,3364252.5166208195,254258.72102534556,3364752.5166208195,253758.72102534556,0.1400560224089636,0.0,3364752.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253758.72102534556, 0.0, -0.1400560224089636, 3364752.5166208195]",0,0
q_002,cw_s500_x254008.721_y3364877.517,cw_s500_x254008.721_y3364877.517,6,0.57987836602,500.0,500.0,254008.72102534556,3364877.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s500_x254008.721_y3364877.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253758.72102534556,3364627.5166208195,254258.72102534556,3365127.5166208195,253758.72102534556,0.1400560224089636,0.0,3365127.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253758.72102534556, 0.0, -0.1400560224089636, 3365127.5166208195]",1,1
q_002,cw_s300_x253983.721_y3364777.517,cw_s300_x253983.721_y3364777.517,7,0.474111196993,300.0,300.0,253983.72102534556,3364777.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x253983.721_y3364777.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364627.5166208195,254133.72102534556,3364927.5166208195,253833.72102534556,0.1400560224089636,0.0,3364927.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364927.5166208195]",1,1
q_002,cw_s300_x253983.721_y3364552.517,cw_s300_x253983.721_y3364552.517,8,0.442430440287,300.0,300.0,253983.72102534556,3364552.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s300_x253983.721_y3364552.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364402.5166208195,254133.72102534556,3364702.5166208195,253833.72102534556,0.1400560224089636,0.0,3364702.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364702.5166208195]",0,0
q_002,cw_s200_x253933.721_y3364352.517,cw_s200_x253933.721_y3364352.517,9,0.407234616989,200.0,200.0,253933.72102534556,3364352.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s200_x253933.721_y3364352.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364252.5166208195,254033.72102534556,3364452.5166208195,253833.72102534556,0.1400560224089636,0.0,3364452.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364452.5166208195]",0,0
q_002,cw_s200_x254683.721_y3364202.517,cw_s200_x254683.721_y3364202.517,10,0.231809459194,200.0,200.0,254683.72102534556,3364202.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/candidate_library/tiles_native/cw_s200_x254683.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G02_pipeline_engineering_reuse_domz_parallel_sampling/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254583.72102534556,3364102.5166208195,254783.72102534556,3364302.5166208195,254583.72102534556,0.1400560224089636,0.0,3364302.5166208195,0.0,-0.1400560224089636,"[0.1400560224089636, 0.0, 254583.72102534556, 0.0, -0.1400560224089636, 3364302.5166208195]",0,0
