query_id,tile_id,tile_size_m,source_tif,image_path,center_x,center_y,min_x,min_y,max_x,max_y,coverage_ratio,intersection_area_m2,contains_query_center,valid_pixel_ratio,black_pixel_ratio,truth_quality_score,is_strict_truth,is_soft_truth
q_003,s700_x254383.525_y3364073.418,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254383.525_y3364073.418.png,254383.5249487518,3364073.417860814,254033.5249487518,3363723.417860814,254733.5249487518,3364423.417860814,0.710040,185451.553,0,0.096265,0.903735,0.068352,0,1
q_003,s700_x254366.675_y3363476.329,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_74-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254366.675_y3363476.329.png,254366.6746766661,3363476.329395751,254016.6746766661,3363126.329395751,254716.6746766661,3363826.329395751,0.437525,114274.842,1,0.002708,0.997292,0.001185,0,1
q_003,s700_x254369.759_y3363464.382,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_74-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254369.759_y3363464.382.png,254369.75934983813,3363464.382038584,254019.75934983813,3363114.382038584,254719.75934983813,3363814.382038584,0.412710,107793.648,1,0.096269,0.903731,0.039731,0,1
q_004,s700_x253880.070_y3364790.419,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-86.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253880.070_y3364790.419.png,253880.07017110073,3364790.4188417904,253530.07017110073,3364440.4188417904,254230.07017110073,3365140.4188417904,0.866187,64989.753,1,0.012320,0.987680,0.010671,0,1
q_004,s200_x254083.067_y3364678.442,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254083.067_y3364678.442.png,254083.06710738334,3364678.4419510043,253983.06710738334,3364578.4419510043,254183.06710738334,3364778.4419510043,0.442042,33166.251,1,0.419418,0.580582,0.185400,0,1
q_004,s300_x254133.067_y3364578.442,300.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254133.067_y3364578.442.png,254133.06710738334,3364578.4419510043,253983.06710738334,3364428.4419510043,254283.06710738334,3364728.4419510043,0.812580,60967.628,1,0.271206,0.728794,0.220376,0,1
q_004,s500_x254158.067_y3364678.442,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254158.067_y3364678.442.png,254158.06710738334,3364678.4419510043,253908.06710738334,3364428.4419510043,254408.06710738334,3364928.4419510043,1.000000,75029.719,1,0.317377,0.682623,0.317377,0,1
q_004,s700_x253883.067_y3364778.442,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253883.067_y3364778.442.png,253883.06710738334,3364778.4419510043,253533.06710738334,3364428.4419510043,254233.06710738334,3365128.4419510043,0.874723,65630.232,1,0.656908,0.343092,0.574613,1,0
q_004,s700_x254408.067_y3364778.442,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254408.067_y3364778.442.png,254408.06710738334,3364778.4419510043,254058.06710738334,3364428.4419510043,254758.06710738334,3365128.4419510043,0.747541,56087.774,1,0.012302,0.987698,0.009196,0,1
q_004,s200_x254161.063_y3364666.491,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254161.063_y3364666.491.png,254161.06292971745,3364666.490741796,254061.06292971745,3364566.490741796,254261.06292971745,3364766.490741796,0.511806,38400.633,1,0.973006,0.026994,0.497990,1,0
q_004,s300_x254211.063_y3364566.491,300.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254211.063_y3364566.491.png,254211.06292971745,3364566.490741796,254061.06292971745,3364416.490741796,254361.06292971745,3364716.490741796,0.585645,43940.815,1,0.961779,0.038221,0.563262,1,0
q_004,s500_x254311.063_y3364666.491,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254311.063_y3364666.491.png,254311.06292971745,3364666.490741796,254061.06292971745,3364416.490741796,254561.06292971745,3364916.490741796,0.736707,55274.901,1,0.978144,0.021856,0.720605,1,0
q_004,s700_x254411.063_y3364766.491,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254411.063_y3364766.491.png,254411.06292971745,3364766.490741796,254061.06292971745,3364416.490741796,254761.06292971745,3365116.490741796,0.736707,55274.901,1,0.656909,0.343091,0.483949,1,0
q_004,s700_x253866.241_y3364706.380,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-86.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253866.241_y3364706.380.png,253866.240806092,3364706.379625299,253516.240806092,3364356.379625299,254216.240806092,3365056.379625299,0.823152,61760.836,1,0.002708,0.997292,0.002229,0,1
q_004,s500_x254144.267_y3364444.404,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254144.267_y3364444.404.png,254144.2673646185,3364444.404020838,253894.2673646185,3364194.404020838,254394.2673646185,3364694.404020838,0.768460,57657.304,1,0.154958,0.845042,0.119079,0,1
q_004,s700_x253869.267_y3364694.404,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253869.267_y3364694.404.png,253869.2673646185,3364694.404020838,253519.2673646185,3364344.404020838,254219.2673646185,3365044.404020838,0.833082,62505.904,1,0.096247,0.903753,0.080182,0,1
q_004,s700_x254394.267_y3364694.404,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254394.267_y3364694.404.png,254394.2673646185,3364694.404020838,254044.2673646185,3364344.404020838,254744.2673646185,3365044.404020838,0.797407,59829.254,1,0.002703,0.997297,0.002155,0,1
q_004,s500_x254297.293_y3364432.454,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254297.293_y3364432.454.png,254297.29280875245,3364432.454095203,254047.29280875245,3364182.454095203,254547.29280875245,3364682.454095203,0.530899,39833.209,1,0.469614,0.530386,0.249318,0,1
q_004,s700_x254397.293_y3364682.454,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254397.293_y3364682.454.png,254397.29280875245,3364682.454095203,254047.29280875245,3364332.454095203,254747.29280875245,3365032.454095203,0.786505,59011.227,1,0.096261,0.903739,0.075710,0,1
q_005,s700_x253893.902_y3365399.458,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-86.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253893.902_y3365399.458.png,253893.9018066581,3365399.4584696507,253543.9018066581,3365049.4584696507,254243.9018066581,3365749.4584696507,0.464824,122239.798,0,0.012299,0.987701,0.005717,0,1
q_005,s700_x253896.869_y3365387.480,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253896.869_y3365387.480.png,253896.86911584332,3365387.480292981,253546.86911584332,3365037.480292981,254246.86911584332,3365737.480292981,0.491764,129324.315,0,0.656900,0.343100,0.323040,1,0
q_005,s700_x253880.070_y3364790.419,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-86.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253880.070_y3364790.419.png,253880.07017110073,3364790.4188417904,253530.07017110073,3364440.4188417904,254230.07017110073,3365140.4188417904,0.735216,193347.645,1,0.012320,0.987680,0.009058,0,1
q_005,s700_x253880.070_y3365315.419,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-86.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253880.070_y3365315.419.png,253880.07017110073,3365315.4188417904,253530.07017110073,3364965.4188417904,254230.07017110073,3365665.4188417904,0.654184,172037.641,0,0.002705,0.997295,0.001770,0,1
q_005,s500_x253783.067_y3365053.442,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x253783.067_y3365053.442.png,253783.06710738334,3365053.4419510043,253533.06710738334,3364803.4419510043,254033.06710738334,3365303.4419510043,0.691237,181782.014,0,0.469565,0.530435,0.324581,0,1
q_005,s500_x254158.067_y3365053.442,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254158.067_y3365053.442.png,254158.06710738334,3365053.4419510043,253908.06710738334,3364803.4419510043,254408.06710738334,3365303.4419510043,0.446745,117485.375,0,0.154943,0.845057,0.069220,0,1
q_005,s700_x253883.067_y3364778.442,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253883.067_y3364778.442.png,253883.06710738334,3364778.4419510043,253533.06710738334,3364428.4419510043,254233.06710738334,3365128.4419510043,0.710138,186752.624,1,0.656908,0.343092,0.466496,1,0
q_005,s700_x253883.067_y3365303.442,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253883.067_y3365303.442.png,253883.06710738334,3365303.4419510043,253533.06710738334,3364953.4419510043,254233.06710738334,3365653.4419510043,0.678448,178418.735,0,0.096244,0.903756,0.065296,0,1
q_005,s700_x253866.241_y3364706.380,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-86.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253866.241_y3364706.380.png,253866.240806092,3364706.379625299,253516.240806092,3364356.379625299,254216.240806092,3365056.379625299,0.546093,143611.946,1,0.002708,0.997292,0.001479,0,1
